file_index,file_name,file_url
2019034,SCG-33 S_Lee_AG_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-33 S_Lee_AG_Testimony.pdf
2019035,SCG-34-2R_SDGE-32-2R Vanderhye Second Revised Direct Testimony (003).pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-34-2R_SDGE-32-2R Vanderhye Second Revised Direct Testimony (003).pdf
2019036,SCG-35-2R_PMoersen_RateBase Second Revised Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-35-2R_PMoersen_RateBase Second Revised Testimony.pdf
2019037,SCG-36-R Ngai Revised Direct Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-36-R Ngai Revised Direct Testimony.pdf
2019038,SCG-37-2R_Reeves_Second_Revised_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-37-2R_Reeves_Second_Revised_Direct_Testimony.pdf
2019039,SCG-38-2R_Chan Second Revised Direct Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-38-2R_Chan Second Revised Direct Testimony.pdf
2019040,SCG-39_RMPayan_Prepared_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-39_RMPayan_Prepared_Direct_Testimony.pdf
2019041,SCG-40_Wilder_Prepared_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-40_Wilder_Prepared_Direct_Testimony.pdf
2019042,SCG-41-2R_Steffen_Second Revised_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-41-2R_Steffen_Second Revised_Direct_Testimony.pdf
2019043,SCG-42%20Yu%20Prepared%20Direct%20Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-42%20Yu%20Prepared%20Direct%20Testimony.pdf
2019044,SCG-42-S_Yu_Supplemental_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-42-S_Yu_Supplemental_Direct_Testimony.pdf
2019045,SCG-43-2R_Hom_Second_Revised_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-43-2R_Hom_Second_Revised_Direct_Testimony.pdf
2019046,SCG-44-2R Malik Second Revised Direct Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-44-2R Malik Second Revised Direct Testimony.pdf
2019047,SCG-45 SDG&E-44  York Prepared Direct Testimony w_A-E.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-45 SDG&E-44  York Prepared Direct Testimony w_A-E.PDF
2019048,SCG-46-3R_Chaudhury_Third_Revised_Direct_Testimony_002.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-46-3R_Chaudhury_Third_Revised_Direct_Testimony_002.pdf
2019049,SCG-47-R_Velasquez_Prepared_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-47-R_Velasquez_Prepared_Direct_Testimony.pdf
2019050,SCG-48_Hom_PRR_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-48_Hom_PRR_Testimony.pdf
2019051,SCG-49 SDGE 49 Manzuk Case Management Exhibit FINAL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-49 SDGE 49 Manzuk Case Management Exhibit FINAL.pdf
2019052,A_17-10-007_008_MKasnitz_CManzuk_Joint_Prepared_Direct_Testimony.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/A_17-10-007_008_MKasnitz_CManzuk_Joint_Prepared_Direct_Testimony.pdf
2019053,SCG-SDGE - 202 Risk Management Day_Flores_York Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-SDGE - 202 Risk Management Day_Flores_York Final.pdf
2019054,SCG-SDGE-203 FOF Policy Baron-Widjaja Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-SDGE-203 FOF Policy Baron-Widjaja Final.pdf
2019055,SCG-204 Gas Distribution G. Orozco-Mejia.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-204 Gas Distribution G. Orozco-Mejia.pdf
2019056,SCG-205 - Gas System Integrity O. Rivera-Final with appendices.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-205 - Gas System Integrity O. Rivera-Final with appendices.pdf
2019057,SCG-206- Gas Transmission Operation B. Musich Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-206- Gas Transmission Operation B. Musich Final.pdf
2019058,SCG-207-Gas Transmission Bermel- Musich FINAL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-207-Gas Transmission Bermel- Musich FINAL.pdf
2019059,SCG-208- Gas Major Projects M. Bermel -  final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-208- Gas Major Projects M. Bermel -  final.pdf
2019060,SCG-209-R- Gas Engineering D. Haines - Revised Blackline Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-209-R- Gas Engineering D. Haines - Revised Blackline Final.pdf
2019061,SCG-210 Underground Storage N. Navin Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-210 Underground Storage N. Navin Final.pdf
2019062,SCG-211-Aliso-D. Buczkowski.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-211-Aliso-D. Buczkowski.pdf
2019063,SCG-213 - Gas Control D. Zornizer.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-213 - Gas Control D. Zornizer.pdf
2019064,SCG-214- Pipeline Integrity M. Martinez final with Appendix A.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-214- Pipeline Integrity M. Martinez final with Appendix A.pdf
2019065,"SCG-215- Pipeline safety R, Phillips-final with appendices.pdf","https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-215- Pipeline safety R, Phillips-final with appendices.pdf"
2019066,SCG-216-Gas Procurement M. Lazarus.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-216-Gas Procurement M. Lazarus.pdf
2019067,SCG-217 - AMI R. Garcia- (final) with Appendix A.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-217 - AMI R. Garcia- (final) with Appendix A.pdf
2019068,SCG-218- Customer Services G. Marelli-FINALRev 061218 COMBINED -1-1.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-218- Customer Services G. Marelli-FINALRev 061218 COMBINED -1-1.pdf
2019069,SCG-219-Customer Services Office M. Baldwin w_A-F Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-219-Customer Services Office M. Baldwin w_A-F Final.pdf
2019070,SCG-220-Magana_Customer_Services_Corrected.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-220-Magana_Customer_Services_Corrected.pdf
2019071,SCG-221 - Customer Services S Tomkins Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-221 - Customer Services S Tomkins Final.pdf
2019072,SCG-222-SDGE-220-Supply Management Logistics J Chow & S Furbush.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-222-SDGE-220-Supply Management Logistics J Chow & S Furbush.pdf
2019073,SCG-223 Fleet & Facilities with Appendices Redacted Final_Redacted  PRE.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-223 Fleet & Facilities with Appendices Redacted Final_Redacted  PRE.PDF
2019074,SCG-224 - Real Estate R Dale Tattersall Public Version Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-224 - Real Estate R Dale Tattersall Public Version Final.pdf
2019075,SCG-225 - Environmental Services-D.Johnson (final) with appendix.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-225 - Environmental Services-D.Johnson (final) with appendix.pdf
2019076,SCG-226 - Information Technology - C. Olmsted Final2.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-226 - Information Technology - C. Olmsted Final2.pdf
2019077,SCG-227-SDGE-225 - Cybersecurity G. Worden Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-227-SDGE-225 - Cybersecurity G. Worden Final.pdf
2019078,SCG-228_SDGE-226_Mia_DeMontigny_CC_Gen_Adm_GRC_Rebuttal Testimony_Draft-2.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-228_SDGE-226_Mia_DeMontigny_CC_Gen_Adm_GRC_Rebuttal Testimony_Draft-2.pdf
2019079,SCG-229 SDGE-227 Cayayab Insurance Rebuttal.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-229 SDGE-227 Cayayab Insurance Rebuttal.pdf
2019080,SCG-230-SDGE-228 - D. Robinson Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-230-SDGE-228 - D. Robinson Final.pdf
2019081,SCG-231-SDGE 229 - Robinson - Pension and Post Retirement Benefits.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-231-SDGE 229 - Robinson - Pension and Post Retirement Benefits.pdf
2019082,SCG-232 - Human Resources_Safety_Workers Comp & LTD M. Gevorkian FINAL with appendices.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-232 - Human Resources_Safety_Workers Comp & LTD M. Gevorkian FINAL with appendices.pdf
2019083,SCG-233 -Accting and Finance-Legal_Reg Affairs_External Affairs-S.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-233 -Accting and Finance-Legal_Reg Affairs_External Affairs-S.pdf
2019084,SCG-235 - Rate Base - P. Moersen Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-235 - Rate Base - P. Moersen Final.pdf
2019085,A1710007 - SCG 236 - Ngai - Depreciation.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/A1710007 - SCG 236 - Ngai - Depreciation.pdf
2019086,SCG-237 -Taxes-R. Reeves w_A-C Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-237 -Taxes-R. Reeves w_A-C Final.pdf
2019087,SCG-238 - Working Cash - K Chan Public Version Redacted w_A-B Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-238 - Working Cash - K Chan Public Version Redacted w_A-B Final.pdf
2019088,SCG-241-Misc Revenues-A. Steffen.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-241-Misc Revenues-A. Steffen.pdf
2019089,SCG-242- Regulatory Accounts-R. Q. Yu.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-242- Regulatory Accounts-R. Q. Yu.pdf
2019090,SCG-243 - Summary of Earnings R. Hom- Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-243 - Summary of Earnings R. Hom- Final.pdf
2019091,SCG-244 - Post-Test Year Ratemaking S Hrna Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-244 - Post-Test Year Ratemaking S Hrna Final.pdf
2019092,SCG-246-SDG&E-245 - Gas Rates & Bill Comparison & Daily Core Demand Forecast Groups_Chaudhury.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-246-SDG&E-245 - Gas Rates & Bill Comparison & Daily Core Demand Forecast Groups_Chaudhury.pdf
2019093,SCG-247 - Mobilehome Park Utility Upgrade Program J. Velasquez.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-247 - Mobilehome Park Utility Upgrade Program J. Velasquez.pdf
2019094,SCG-SDGE-249 - CM Exhibit Chuck Manzuk.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-SDGE-249 - CM Exhibit Chuck Manzuk.pdf
2019095,SCG-250-SDG&E-252-Safety Policy Buczkowski_Geier.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-250-SDG&E-252-Safety Policy Buczkowski_Geier.pdf
2019096,A_17-10-007_008_SCG-SDGE_Update_Testimony_8_24_18.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/A_17-10-007_008_SCG-SDGE_Update_Testimony_8_24_18.pdf
2019097,SCG-02-WP - GFlores - Enterprise Risk Management.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-02-WP - GFlores - Enterprise Risk Management.pdf
2019098,SCG-04-CWP GOrozco-Mejia - Gas Distribution.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-04-CWP GOrozco-Mejia - Gas Distribution.pdf
2019099,SCG-04-WP GOrozco-Mejia - Gas Distribution.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-04-WP GOrozco-Mejia - Gas Distribution.pdf
2019100,SCG-05-WP ORivera - Gas System Integrity.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-05-WP ORivera - Gas System Integrity.pdf
2019101,SCG-06-WP BMusich - Gas Transmission Operations.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-06-WP BMusich - Gas Transmission Operations.pdf
2019102,SCG-07-CWP BMusich & MBermel - Gas Transmission.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-07-CWP BMusich & MBermel - Gas Transmission.pdf
2019103,SCG-08-CWP MBermel - Gas Major Projects.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-08-CWP MBermel - Gas Major Projects.pdf
2019104,SCG-08-WP MBermel - Gas Major Projects.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-08-WP MBermel - Gas Major Projects.pdf
2019105,SCG-09-WP-R_D Haines Gas Engineering.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-09-WP-R_D Haines Gas Engineering.pdf
2019106,SCG-09-CWP.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-09-CWP.pdf
2019107,SCG-10-CWP-R_N Navin Gas Storage.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-10-CWP-R_N Navin Gas Storage.pdf
2019108,SCG-10-WP-R_N Navin Gas Storage.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-10-WP-R_N Navin Gas Storage.pdf
2019109,SCG-11-WP-S DBuczkowski - ACTR Project Cost and Schedule Workpapers.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-11-WP-S DBuczkowski - ACTR Project Cost and Schedule Workpapers.pdf
2019110,SCG-12-WP-S ASteinberg - Aliso Expense Requirements.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-12-WP-S ASteinberg - Aliso Expense Requirements.pdf
2019111,SCG-13-WP DZornizer - Gas Control and System Operations-Planning.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-13-WP DZornizer - Gas Control and System Operations-Planning.pdf
2019112,SCG-14-CWP MMartinez - Pipeline Integrity for Transmission & Distribution.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-14-CWP MMartinez - Pipeline Integrity for Transmission & Distribution.pdf
2019113,SCG-14-WP  MMartinez - Pipeline Integrity for Transmission & Distribution.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-14-WP  MMartinez - Pipeline Integrity for Transmission & Distribution.pdf
2019114,SCG-15-WP-S RPhillips - Pipeline Safety Enhancement Plan - Public.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-15-WP-S RPhillips - Pipeline Safety Enhancement Plan - Public.pdf
2019115,SCG-15-CWP RPhillips - Pipeline Safety Enhancement Plan.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-15-CWP RPhillips - Pipeline Safety Enhancement Plan.pdf
2019116,Ex-233R-Revised-SCG-15-WP-S-PSEP_Redacted_7-27-18.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/Ex-233R-Revised-SCG-15-WP-S-PSEP_Redacted_7-27-18.pdf
2019117,SCG-16-WP MLazarus - Gas Procurement.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-16-WP MLazarus - Gas Procurement.pdf
2019118,SCG-17-CWP RGarcia - Advanced Metering Infrastructure Policy.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-17-CWP RGarcia - Advanced Metering Infrastructure Policy.pdf
2019119,SCG-17-WP-R_R Garcia Cust. Svc Advanced Meter.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-17-WP-R_R Garcia Cust. Svc Advanced Meter.pdf
2019120,SCG-18-WP GMarelli Customer Services - Field & Meter Reading.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-18-WP GMarelli Customer Services - Field & Meter Reading.pdf
2019121,SCG-19-WP-R_M Baldwin Cust. Svc Office Operations.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-19-WP-R_M Baldwin Cust. Svc Office Operations.pdf
2019122,SCG-20-WP ACheung Customer Service Information.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-20-WP ACheung Customer Service Information.pdf
2019123,"SCG-21-WP LAlexander Customer Services - Technologies, Policies & Solutions.pdf","https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-21-WP LAlexander Customer Services - Technologies, Policies & Solutions.pdf"
2019124,"SCG-22-WP DWilloughby Supply Management, Logistics & Supplier Diversity.pdf","https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-22-WP DWilloughby Supply Management, Logistics & Supplier Diversity.pdf"
2019125,SCG-23-CWP CHerrera - Fleet Services & Facility Operations.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-23-CWP CHerrera - Fleet Services & Facility Operations.pdf
2019126,SCG-23-WP CHerrera - Fleet Services & Facility Operations.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-23-WP CHerrera - Fleet Services & Facility Operations.pdf
2019127,SCG-23-WP-S CHerrera - Fleet Services & Facility Operations - Public.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-23-WP-S CHerrera - Fleet Services & Facility Operations - Public.pdf
2019128,SCG-24-WP DTattersall - Real Estate.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-24-WP DTattersall - Real Estate.pdf
2019129,SCG-25-WP-R_D Johnson Environmental Services.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-25-WP-R_D Johnson Environmental Services.pdf
2019130,SCG-26-CWP COlmsted Information Technology.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-26-CWP COlmsted Information Technology.pdf
2019131,SCG-26-WP COlmsted Information Technology.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-26-WP COlmsted Information Technology.pdf
2019132,SCG-27-WP-R_G Worden Cybersecurity.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-27-WP-R_G Worden Cybersecurity.pdf
2019133,SCG-27-CWP GWorden Cybersecurity.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-27-CWP GWorden Cybersecurity.pdf
2019134,SCG-28-WP-R(SDG&E-26-WP-R)MLDeMontigny_CorporateCenterGeneralAdministration.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-28-WP-R(SDG&E-26-WP-R)MLDeMontigny_CorporateCenterGeneralAdministration.pdf
2019135,SCG-29  (SDGE-27)-WP-S NCayabyab - Corporate Center Insurance.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-29  (SDGE-27)-WP-S NCayabyab - Corporate Center Insurance.pdf
2019136,SCG-30-WP DRobinson - Corporate Center - Compensation & Benefits.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-30-WP DRobinson - Corporate Center - Compensation & Benefits.pdf
2019137,SCG-31-WP DRobinson - Corporate Center - Pension & PBOPs.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-31-WP DRobinson - Corporate Center - Pension & PBOPs.pdf
2019138,"SCG-32-WP MGevorkian Human Resources Department, Safety, Long-Term Disability & Workers' Compensation.pdf","https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-32-WP MGevorkian Human Resources Department, Safety, Long-Term Disability & Workers' Compensation.pdf"
2019139,"SDG&E-32-WP-R SCG-34-WP-R J. Vanderhye Shared Services & Shared Assets Billing, Segmentation & Capital Reassignments.pdf","https://www.socalgas.com/regulatory/documents/a-17-10-008/SDG&E-32-WP-R SCG-34-WP-R J. Vanderhye Shared Services & Shared Assets Billing, Segmentation & Capital Reassignments.pdf"
2019140,"SCG-33-WP SLee - Accounting and Finance, Legal, Regulatory Affairs & External Affairs.pdf","https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-33-WP SLee - Accounting and Finance, Legal, Regulatory Affairs & External Affairs.pdf"
2019141,SCG-35-WP-2R_PMoersen_Rate Base.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-35-WP-2R_PMoersen_Rate Base.pdf
2019142,SCG-36-R_FNgai_Depreciation_WP.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-36-R_FNgai_Depreciation_WP.PDF
2019143,SCG-37-WP-2R_Reeves_Taxes.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-37-WP-2R_Reeves_Taxes.pdf
